"tile_id","SRR13404367","SRR13404368","SRR13404369","SRR13404370","SRR13404371","SRR13404372","SRR13404373","SRR13404374","SRR13404375","SRR13404376","SRR13404377","SRR13404378","SRR13404379","SRR13404380","SRR13404381","SRR13404382","SRR13404383","SRR13404384","SRR13404385","SRR13404386","SRR13404387","SRR13404388"
"chr21_5140001_5145000",NA,NA,NA,1,NA,NA,0.666666666666667,0.909090909090909,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"chr21_5145001_5150000",0.333333333333333,NA,NA,0.740740740740741,NA,NA,NA,1,NA,NA,0.5,NA,0.916666666666667,NA,1,0.909090909090909,NA,NA,0.714285714285714,NA,0.75,0.894736842105263
"chr21_5150001_5155000",NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,0.8,0.666666666666667,NA,NA,NA,NA,1,NA
"chr21_5155001_5160000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA
"chr21_5160001_5165000",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_5215001_5220000",0.333333333333333,0.32,0.333333333333333,0.272727272727273,0.363636363636364,0.357142857142857,0.375,0.375,0.5,NA,0.448275862068966,0.333333333333333,0.5,0.428571428571429,0.6,0.4,0.411764705882353,0.5,0.111111111111111,0.666666666666667,0.363636363636364,0.3
"chr21_5220001_5225000",0.72093023255814,0.552631578947368,0.615384615384615,0.5,0.526315789473684,0.5625,0.482758620689655,0.5,0.533333333333333,0.545454545454545,0.708333333333333,0.5,0.4,0.711111111111111,0.636363636363636,0.666666666666667,0.866666666666667,0.575757575757576,0.551724137931034,0.533333333333333,0.685714285714286,0.702702702702703
"chr21_5225001_5230000",0.333333333333333,0.380952380952381,0.428571428571429,0.153846153846154,0.388888888888889,0.461538461538462,0.333333333333333,0.6,0.416666666666667,0.142857142857143,0.411764705882353,0.583333333333333,0.0909090909090909,0.285714285714286,0.25,0.31578947368421,NA,0.31578947368421,0.5,0.666666666666667,0.714285714285714,0.375
"chr21_5230001_5235000",0.481481481481481,0.444444444444444,0.75,0.333333333333333,0.705882352941177,0.733333333333333,0.631578947368421,0.88,0.464285714285714,0.655172413793103,0.696969696969697,0.9,0.454545454545455,0.533333333333333,0.3,0.5,0.5,0.7,0.35,0.692307692307692,0.6,0.625
"chr21_5235001_5240000",0.636363636363636,0.733333333333333,0.235294117647059,0.333333333333333,0.4375,0.545454545454545,0.642857142857143,0.666666666666667,0.714285714285714,0.739130434782609,0.375,0.625,0.8,0.384615384615385,0.6,0.772727272727273,0.6,0.6,0.818181818181818,0.461538461538462,0.875,0.642857142857143
"chr21_5240001_5245000",0.56,0.590909090909091,0.5,0.523809523809524,0.588235294117647,0.411764705882353,0.7,0.588235294117647,0.6,0.576923076923077,0.407407407407407,0.596491228070175,0.642857142857143,0.592592592592593,0.5,0.541666666666667,0.6,0.678571428571429,0.7,0.65,0.5625,0.714285714285714
"chr21_5245001_5250000",0.789473684210526,0.666666666666667,0.75,0.5,0.68421052631579,0.636363636363636,0.727272727272727,0.9,0.611111111111111,0.541666666666667,0.6,0.576923076923077,0.8125,0.3,0.428571428571429,0.714285714285714,0.444444444444444,0.703703703703704,0.416666666666667,0.5,0.375,0.727272727272727
"chr21_5250001_5255000",0.454545454545455,0.769230769230769,0.583333333333333,0,0,0.75,0.933333333333333,0.625,0.6,0,0.551724137931034,0.470588235294118,0.571428571428571,0.75,0.615384615384615,0.545454545454545,0.375,0.444444444444444,0.5,0.2,0.642857142857143,0.571428571428571
"chr21_5255001_5260000",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.333333333333333,NA,NA,1,NA,NA
"chr21_5265001_5270000",0.5,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_5280001_5285000",NA,0.5,NA,NA,NA,0.333333333333333,NA,NA,0.666666666666667,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"chr21_5285001_5290000",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,1,NA,NA,NA,NA,1,NA,0.6,NA
"chr21_5290001_5295000",1,0.5,0.666666666666667,0.875,0.785714285714286,0.625,0.7,0.833333333333333,0.666666666666667,1,0.733333333333333,0.8125,1,0.6875,0.6,0.692307692307692,0.666666666666667,0.736842105263158,0.571428571428571,NA,0.714285714285714,0.818181818181818
"chr21_5295001_5300000",0.863636363636364,0.583333333333333,0.6875,0.4,0.846153846153846,0.590909090909091,NA,0.833333333333333,0.333333333333333,0.666666666666667,0.380952380952381,0.466666666666667,0.75,0.740740740740741,0.833333333333333,0.142857142857143,0.8,0.545454545454545,NA,0.25,0.80952380952381,0.666666666666667
"chr21_5300001_5305000",0.6,NA,1,NA,NA,0.6,NA,NA,NA,NA,0.6,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_5305001_5310000",0.785714285714286,NA,NA,NA,NA,0.666666666666667,0.75,NA,NA,NA,NA,0.5,NA,NA,0.75,NA,NA,0.375,NA,1,NA,NA
"chr21_5310001_5315000",0.736842105263158,0.2,1,NA,0.7,0.875,NA,NA,NA,0.7,0.8,0.4,NA,0.761904761904762,0.625,0.333333333333333,NA,0.75,NA,NA,0.9,NA
"chr21_5315001_5320000",0.333333333333333,NA,NA,NA,NA,0.416666666666667,0.5,NA,NA,NA,0.666666666666667,NA,NA,0.333333333333333,NA,NA,NA,0.5,NA,NA,NA,NA
"chr21_5320001_5325000",0.666666666666667,NA,NA,0.6,1,0.714285714285714,NA,0.25,NA,NA,0.25,NA,0.666666666666667,0.75,NA,0,NA,NA,NA,NA,0.666666666666667,0.333333333333333
"chr21_5325001_5330000",0.5,NA,NA,NA,NA,NA,NA,0.333333333333333,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA
"chr21_5330001_5335000",1,0.7,1,NA,NA,NA,NA,NA,NA,0.75,NA,NA,0.5,NA,NA,0.333333333333333,NA,NA,NA,NA,NA,1
"chr21_5335001_5340000",NA,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,0.666666666666667
"chr21_5340001_5345000",0.4,NA,NA,NA,1,0.2,NA,NA,NA,NA,0.25,NA,NA,0.3,1,NA,NA,NA,NA,NA,NA,1
"chr21_5345001_5350000",0.75,NA,NA,NA,NA,0.75,NA,NA,0.666666666666667,NA,NA,1,NA,0.5,0.666666666666667,NA,NA,NA,NA,NA,NA,NA
"chr21_5350001_5355000",NA,NA,NA,NA,NA,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,0.5,0.75,0.25,NA,1
"chr21_5355001_5360000",0,0.696969696969697,NA,NA,NA,0.6875,NA,NA,NA,0,0,NA,NA,0.333333333333333,NA,0.8,NA,NA,NA,NA,NA,NA
"chr21_5360001_5365000",NA,0,NA,NA,0.333333333333333,0.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_5365001_5370000",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.25,0.5,0.666666666666667,NA,NA,NA,NA,NA,NA
"chr21_5370001_5375000",0.375,0.25,1,NA,0.75,0.9,NA,0,NA,NA,0.8,0.333333333333333,NA,0.875,1,0.666666666666667,0.5,0.466666666666667,NA,NA,0.333333333333333,0.333333333333333
"chr21_5375001_5380000",1,NA,NA,NA,NA,1,NA,NA,NA,NA,0.4,NA,NA,0.6,NA,NA,NA,NA,0,NA,NA,NA
"chr21_5380001_5385000",0.272727272727273,NA,NA,NA,NA,1,NA,NA,NA,NA,0.666666666666667,0.75,NA,0.75,0.2,NA,NA,NA,NA,1,NA,NA
"chr21_5385001_5390000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0,NA,NA,NA,NA,NA,NA,NA
"chr21_5975001_5980000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"chr21_6010001_6015000",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_6025001_6030000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"chr21_6030001_6035000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"chr21_6035001_6040000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.666666666666667,NA,NA
"chr21_6040001_6045000",NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"chr21_6060001_6065000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"chr21_6065001_6070000",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_6070001_6075000",NA,0.666666666666667,0.5,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_6075001_6080000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA
"chr21_6080001_6085000",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_6085001_6090000",NA,0.909090909090909,1,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"chr21_6090001_6095000",NA,NA,NA,NA,NA,0.909090909090909,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"chr21_6095001_6100000",1,NA,NA,1,0.666666666666667,NA,NA,NA,0.166666666666667,NA,NA,0.166666666666667,NA,NA,NA,1,NA,NA,NA,NA,1,0.818181818181818
"chr21_6100001_6105000",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,1,NA
"chr21_6105001_6110000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.875,NA,NA,1,0.388888888888889,NA,1,1,NA,NA,NA
"chr21_6110001_6115000",NA,0.25,NA,NA,NA,NA,NA,NA,1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"chr21_6120001_6125000",NA,NA,NA,NA,NA,NA,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0.4
"chr21_6125001_6130000",NA,0.818181818181818,NA,NA,NA,1,0.941176470588235,NA,NA,NA,0.846153846153846,0.833333333333333,0.2,NA,NA,NA,NA,NA,1,1,1,NA
"chr21_6130001_6135000",NA,NA,0.857142857142857,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,1,1,0.888888888888889,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_6155001_6160000",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"chr21_6160001_6165000",NA,NA,NA,NA,1,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_6360001_6365000",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_6365001_6370000",0.285714285714286,NA,0.1,0.428571428571429,0.25,NA,NA,NA,0.285714285714286,NA,0,0,NA,0.25,0.333333333333333,NA,NA,NA,NA,0.75,NA,0
"chr21_6370001_6375000",0.4,0.222222222222222,0.333333333333333,0,0.608695652173913,0.222222222222222,0.206896551724138,0.3,0.5,0.375,0.285714285714286,0.2,NA,0.181818181818182,0.357142857142857,0.111111111111111,0.111111111111111,0.466666666666667,0.238095238095238,0.473684210526316,0.133333333333333,0.428571428571429
"chr21_6375001_6380000",0.818181818181818,0.916666666666667,0.888888888888889,1,0.846153846153846,0.866666666666667,0.714285714285714,0.777777777777778,0.96,0.909090909090909,NA,0.647058823529412,0.8,0.818181818181818,1,0.5,0.7,1,NA,0.444444444444444,NA,0.9375
"chr21_6425001_6430000",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA
"chr21_6430001_6435000",NA,NA,NA,0.9375,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"chr21_6435001_6440000",NA,NA,NA,0.933333333333333,0.875,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88235294117647,1,1,NA
"chr21_6455001_6460000",1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"chr21_6465001_6470000",NA,NA,NA,0.0526315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_6470001_6475000",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
"chr21_6475001_6480000",1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"chr21_6480001_6485000",NA,NA,NA,NA,NA,NA,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_6485001_6490000",NA,NA,NA,NA,NA,NA,0.916666666666667,NA,NA,NA,0.75,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"chr21_6505001_6510000",NA,NA,0.833333333333333,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,0.8,1,NA,NA,NA,0.75
"chr21_6510001_6515000",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_6515001_6520000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"chr21_6530001_6535000",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.3,0.75,NA,NA,NA
"chr21_6540001_6545000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,NA
"chr21_6550001_6555000",NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_6555001_6560000",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.2,NA
"chr21_6560001_6565000",NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.6,NA,NA
"chr21_6565001_6570000",NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,0.166666666666667
"chr21_6790001_6795000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,NA
"chr21_6795001_6800000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"chr21_6800001_6805000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_6845001_6850000",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA
"chr21_6850001_6855000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"chr21_6865001_6870000",0.8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_6880001_6885000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_6890001_6895000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"chr21_6895001_6900000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"chr21_6900001_6905000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"chr21_6910001_6915000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_6915001_6920000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.714285714285714,NA,NA,NA,NA
"chr21_6920001_6925000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_6925001_6930000",NA,NA,NA,0.769230769230769,NA,NA,NA,NA,1,0.875,NA,1,NA,NA,NA,NA,NA,NA,0.692307692307692,1,NA,NA
"chr21_6930001_6935000",NA,NA,0.5,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_7130001_7135000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_7195001_7200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_7200001_7205000",NA,0.75,NA,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_7205001_7210000",0.666666666666667,NA,NA,0.75,0.777777777777778,NA,1,NA,1,NA,0.25,0.5,0.666666666666667,NA,0.666666666666667,NA,1,0.666666666666667,0.555555555555556,NA,NA,0.333333333333333
"chr21_7210001_7215000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6,NA,NA
"chr21_7215001_7220000",NA,NA,0.25,NA,NA,NA,1,NA,NA,NA,NA,NA,0.666666666666667,NA,0.666666666666667,NA,NA,NA,NA,0.2,NA,NA
"chr21_7220001_7225000",NA,NA,0.8,NA,0.75,NA,0.666666666666667,0.75,0.583333333333333,NA,1,NA,1,NA,1,NA,1,0.666666666666667,0.25,1,NA,NA
"chr21_7225001_7230000",NA,NA,0.571428571428571,0.75,0.666666666666667,NA,0.666666666666667,NA,1,NA,0.666666666666667,0.2,0.8,NA,NA,0.75,NA,0.5,0.75,0.666666666666667,NA,NA
"chr21_7230001_7235000",0.8,0.555555555555556,NA,0.894736842105263,0.75,0.833333333333333,0.928571428571429,0.923076923076923,0.833333333333333,1,0.9,0.625,0.7,1,0.777777777777778,0.375,1,0.5,NA,0.714285714285714,1,0.714285714285714
"chr21_7235001_7240000",NA,NA,0.888888888888889,NA,0.5,NA,0.545454545454545,0.666666666666667,0.6,0.75,1,0.647058823529412,0.75,0.714285714285714,0.866666666666667,0.333333333333333,NA,NA,0.4,0.166666666666667,NA,0.666666666666667
"chr21_7240001_7245000",NA,NA,0.777777777777778,0.2,0.7,0.833333333333333,0.857142857142857,0.7,0.571428571428571,0.714285714285714,0.75,1,1,0.666666666666667,NA,0.625,NA,0.5,0.6,0.727272727272727,0.666666666666667,1
"chr21_7245001_7250000",0.909090909090909,0.666666666666667,0.545454545454545,0.4,0.75,0.666666666666667,0.875,0.666666666666667,0.846153846153846,0.75,0.533333333333333,0.333333333333333,0.473684210526316,0.571428571428571,0.444444444444444,0.666666666666667,0.333333333333333,0.333333333333333,0.733333333333333,0.888888888888889,0.636363636363636,0.333333333333333
"chr21_7250001_7255000",NA,0.428571428571429,NA,0.833333333333333,0.666666666666667,NA,0.833333333333333,NA,0.428571428571429,NA,0.8,0.75,0.8,1,0.571428571428571,0.375,NA,NA,0.571428571428571,0.666666666666667,NA,NA
"chr21_7255001_7260000",0.454545454545455,0.857142857142857,0.5,0.666666666666667,0.454545454545455,0.6,0.538461538461538,0.571428571428571,0.75,0.857142857142857,0.636363636363636,0.952380952380952,0.785714285714286,0.727272727272727,0.6,0.545454545454545,0.727272727272727,0.703703703703704,0.538461538461538,0.666666666666667,0.789473684210526,0.5
"chr21_7260001_7265000",0.8,0.8,NA,0.692307692307692,0.6,0.75,0.727272727272727,0.833333333333333,0.857142857142857,0.75,0.636363636363636,0.333333333333333,0.666666666666667,0.375,0.777777777777778,NA,0.857142857142857,0.777777777777778,0.875,0.736842105263158,1,1
"chr21_7265001_7270000",0.571428571428571,0.75,0.692307692307692,0.8,0.888888888888889,0.666666666666667,0.818181818181818,0.8,0.8,1,0.769230769230769,0.8125,0.647058823529412,NA,0.5,0,0.142857142857143,1,0.571428571428571,1,0.555555555555556,0.666666666666667
"chr21_7270001_7275000",1,0.5,0.333333333333333,0.625,NA,1,0.833333333333333,NA,0.454545454545455,0.6,0.8,0.333333333333333,0.722222222222222,0.75,0.916666666666667,0.666666666666667,0.666666666666667,0.538461538461538,0.6,0.444444444444444,0.333333333333333,0.625
"chr21_7275001_7280000",NA,0.75,0.375,0.8,0.571428571428571,0.5,0.25,NA,1,0.333333333333333,0.666666666666667,0.75,NA,NA,0.8,NA,1,0.428571428571429,0.636363636363636,0.5,0.75,NA
"chr21_7280001_7285000",0.833333333333333,0.5,0.590909090909091,0.545454545454545,0.4,0.5,0.666666666666667,0.307692307692308,0.727272727272727,0.333333333333333,0.769230769230769,1,0.5,0.363636363636364,0.777777777777778,0.777777777777778,1,0.571428571428571,0.384615384615385,0.5,0.416666666666667,0.5
"chr21_7285001_7290000",0.8,0.703703703703704,0.875,0.555555555555556,0.714285714285714,0.692307692307692,0.5,0.714285714285714,0.714285714285714,0.5,0.666666666666667,0.538461538461538,0.8,NA,0.625,0.88235294117647,0.4,0.181818181818182,0.666666666666667,0.5625,0.666666666666667,0.714285714285714
"chr21_7290001_7295000",0.583333333333333,0.606060606060606,0.444444444444444,0.416666666666667,0.666666666666667,0.565217391304348,0.5,0.4,0.666666666666667,0.785714285714286,0.526315789473684,0.571428571428571,0.625,0.857142857142857,0.55,0.421052631578947,0.25,0.777777777777778,0.545454545454545,0.428571428571429,0.625,0.714285714285714
"chr21_7295001_7300000",0.727272727272727,0.545454545454545,0.461538461538462,0.642857142857143,0.6,0.933333333333333,0.666666666666667,0.818181818181818,0.75,1,0.785714285714286,0.714285714285714,1,0.8,0.571428571428571,0.666666666666667,0.533333333333333,1,0.714285714285714,0.666666666666667,0.571428571428571,0.8
"chr21_7300001_7305000",NA,0.6,NA,NA,NA,NA,NA,0.857142857142857,0.833333333333333,NA,0.545454545454545,0.5,0.333333333333333,1,0.6,0.7,NA,0.2,NA,0.6,0.714285714285714,0.75
"chr21_7305001_7310000",1,0.6,1,0.5,0.666666666666667,NA,0.8,0.571428571428571,0.615384615384615,0.8,0.625,0.625,0.777777777777778,1,0.285714285714286,0.333333333333333,0.166666666666667,0.75,0.6,0.6,NA,NA
