chr,start,end,strand,pvalue,qvalue,meth.diff,direction
chr21,15940001,15950000,*,0.0008271944550594,0.0375029286062593,13.9372290407278,hyper
chr21,15945001,15955000,*,0.0001151223502241,0.0111346337136781,15.9426780116435,hyper
chr21,17810001,17820000,*,1.35627286268265e-05,0.0022880007781162,18.4444295571783,hyper
chr21,17815001,17825000,*,0.0003541144274063,0.022935232646478,14.5310734463277,hyper
chr21,17945001,17955000,*,0.0008023641975324,0.0366059741440263,-11.9425675675676,hypo
chr21,18510001,18520000,*,0.0005743618708358,0.0299742518780089,-13.6294447910168,hypo
chr21,19625001,19635000,*,0.0007256661084896,0.0340573421441004,-15.9372236958444,hypo
chr21,20400001,20410000,*,0.0004899965293247,0.0277690220603285,11.6337332392378,hyper
chr21,20745001,20755000,*,3.99837117565792e-06,0.0010001442933869,22.0004845254679,hyper
chr21,20990001,21000000,*,0.0002289734512661,0.0176699299519625,-13.0529114878586,hypo
chr21,23780001,23790000,*,0.0005405752895199,0.0292875902929502,10.8410515223781,hyper
chr21,24450001,24460000,*,0.0010514085953094,0.0433347610816761,-11.5578213732576,hypo
chr21,24725001,24735000,*,0.0009649707188258,0.0406970790369941,15.4250536072491,hyper
chr21,25050001,25060000,*,8.5424398819452e-05,0.0093889180157015,12.5770416024653,hyper
chr21,25315001,25325000,*,7.56810188628938e-05,0.0085779704817411,-12.2288915566227,hypo
chr21,25420001,25430000,*,0.0008643518672252,0.0380136758443308,-14.5855855855856,hypo
chr21,25480001,25490000,*,0.0010090709196061,0.0420678186828916,-14.9539630416586,hypo
chr21,25600001,25610000,*,4.22684513740986e-05,0.0057584367503357,13.4490211034834,hyper
chr21,25605001,25615000,*,3.62791120027756e-10,3.75955254954477e-07,24.9683186628763,hyper
chr21,25725001,25735000,*,2.64004658769207e-08,1.36792128193702e-05,-17.9725875953216,hypo
chr21,25795001,25805000,*,5.10660701240433e-05,0.006386780563445,11.2883592799026,hyper
chr21,26065001,26075000,*,0.0002781072928525,0.0193979836764625,-11.703352745698,hypo
chr21,26070001,26080000,*,4.17814773252725e-06,0.001010276121725,-12.3482538404004,hypo
chr21,26165001,26175000,*,0.0009380618812161,0.0402645022860464,10.6026956005764,hyper
chr21,26170001,26180000,*,6.5468065998693e-05,0.007659763721847,11.9743332497283,hyper
chr21,26565001,26575000,*,0.0006698599668095,0.0332819465701119,-13.0818171670945,hypo
chr21,26820001,26830000,*,0.0006873955375247,0.0333942663529644,-10.9789698605488,hypo
chr21,28475001,28485000,*,0.0004440902660042,0.026410537827494,13.0477955779161,hyper
chr21,28865001,28875000,*,7.90089163635135e-05,0.0088173950661681,-11.7490746891905,hypo
chr21,28985001,28995000,*,1.68305291328173e-05,0.0026228919912864,14.2301100880123,hyper
chr21,28990001,29000000,*,0.0001446078873878,0.0127925075013607,13.4654471544715,hyper
chr21,29795001,29805000,*,0.0012590918655575,0.0485821935784816,-10.3094080640549,hypo
chr21,29925001,29935000,*,0.0003305522586846,0.0219984044449427,13.3190632887128,hyper
chr21,30020001,30030000,*,0.0005159287626971,0.0286129047040653,-12.2783251231527,hypo
chr21,30065001,30075000,*,0.0002521046094194,0.0178179611465141,-14.4416350611041,hypo
chr21,30265001,30275000,*,0.0005579091924403,0.0295406808902344,11.734693877551,hyper
chr21,30535001,30545000,*,0.0006406183776717,0.0324019047173488,-13.1083614548182,hypo
chr21,30925001,30935000,*,0.0002152440463209,0.017158025406728,14.2234925820063,hyper
chr21,30930001,30940000,*,0.0002394664144508,0.0177254017390463,13.9247720364742,hyper
chr21,31355001,31365000,*,3.73767032997707e-05,0.005214050110318,12.807855905057,hyper
chr21,31650001,31660000,*,0.0001423575403577,0.0127925075013607,-10.9547653158201,hypo
chr21,31655001,31665000,*,6.20191463540811e-06,0.0013458051447968,-13.2997711670481,hypo
chr21,31730001,31740000,*,0.0001547096574076,0.01350804528697,12.894453741334,hyper
chr21,31870001,31880000,*,4.67552247138591e-07,0.0001694046551711,17.3472038057223,hyper
chr21,32385001,32395000,*,0.000109482582846,0.0107322521076361,12.5408042472289,hyper
chr21,32405001,32415000,*,1.09294515371672e-06,0.0003303426727108,15.4519183036664,hyper
chr21,32410001,32420000,*,1.62198611077711e-08,9.05068249813629e-06,19.8342788892207,hyper
chr21,32610001,32620000,*,0.0001979559673341,0.01646331677004,-10.4446684587814,hypo
chr21,33075001,33085000,*,0.0004702705005513,0.0269758051617085,-11.3819199668256,hypo
chr21,33080001,33090000,*,1.0176238257992e-06,0.0003209497057542,-11.007511007511,hypo
chr21,33230001,33240000,*,0.0006122380403329,0.0312758784829243,14.3578643578644,hyper
chr21,33300001,33310000,*,0.0001306330049669,0.012306646987402,-13.8070263070263,hypo
chr21,33395001,33405000,*,4.73103511619245e-07,0.0001694046551711,-17.1097329310537,hypo
chr21,33640001,33650000,*,0.0010843590859359,0.0436809879304002,10.573089005697,hyper
chr21,34610001,34620000,*,0.0002970156159156,0.0203259554514385,-12.3449873001644,hypo
chr21,34890001,34900000,*,0.000282181813436,0.0194947321396693,-13.9402499571991,hypo
chr21,35225001,35235000,*,0.0011624033011251,0.0460769046249297,-10.1730732146301,hypo
chr21,35395001,35405000,*,0.0002362949656834,0.0177254017390463,12.5145565116129,hyper
chr21,35605001,35615000,*,0.0001337682695932,0.0124404490721768,13.2318202132414,hyper
chr21,36055001,36065000,*,0.0004607294935192,0.0269526753708783,-12.8919076120607,hypo
chr21,36100001,36110000,*,6.30788184768286e-06,0.0013458051447968,13.7830453404224,hyper
chr21,36125001,36135000,*,0.0010899171237113,0.0436809879304002,-11.1640810170222,hypo
chr21,36740001,36750000,*,9.53706411050956e-05,0.0099703691119053,10.5341130604288,hyper
chr21,36965001,36975000,*,7.46489174526456e-05,0.0085779704817411,11.2150653712367,hyper
chr21,36985001,36995000,*,9.64138596875926e-05,0.0099703691119053,-11.2928408225438,hypo
chr21,37000001,37010000,*,4.90418770139924e-07,0.0001694046551711,-13.1456025623916,hypo
chr21,37005001,37015000,*,1.88542649605447e-06,0.0005260339923991,-10.9225900681597,hypo
chr21,37065001,37075000,*,2.04370666097548e-13,7.41252405935808e-10,28.1558185404339,hyper
chr21,37070001,37080000,*,4.14027459724291e-12,6.0067103856800204e-09,26.9213649149059,hyper
chr21,37250001,37260000,*,4.28667748163951e-05,0.0057584367503357,-13.6481092679325,hypo
chr21,37255001,37265000,*,4.50367150552961e-06,0.0010538591322939,-15.8495542128363,hypo
chr21,37370001,37380000,*,0.0003840697289441,0.0242783463412343,13.2525558500568,hyper
chr21,37555001,37565000,*,0.0001216432239227,0.0116105256096832,12.021149758955,hyper
chr21,38370001,38380000,*,0.0001997204129809,0.01646331677004,-15.8885017421603,hypo
chr21,38415001,38425000,*,0.0003848924495784,0.0242783463412343,-11.2807549713515,hypo
chr21,38595001,38605000,*,4.4588123957533e-05,0.005775754485499,10.5252882029801,hyper
chr21,38655001,38665000,*,0.0005163790377682,0.0286129047040653,-11.0020186819099,hypo
chr21,38660001,38670000,*,3.02360594409246e-06,0.0008123421303128,-13.4230965113318,hypo
chr21,39305001,39315000,*,4.42073134437099e-05,0.005775754485499,13.728199883917,hyper
chr21,39360001,39370000,*,5.7888184224996e-06,0.0013122527761503,11.3699482494347,hyper
chr21,39375001,39385000,*,1.39635441759638e-08,8.44096245437013e-06,-18.2020389249305,hypo
chr21,39440001,39450000,*,4.30964117388074e-13,8.19825860366669e-10,24.7820319643524,hyper
chr21,39445001,39455000,*,7.27112451658714e-16,5.27447372433231e-12,23.7579908675799,hyper
chr21,41160001,41170000,*,0.0004253867536834,0.0259307185816794,11.6904761904762,hyper
chr21,41460001,41470000,*,0.0003883675606139,0.0242863645232222,-10.582995951417,hypo
chr21,41465001,41475000,*,1.05063237322629e-05,0.0019541762142008,-11.057173008877,hypo
chr21,41500001,41510000,*,2.0164734249002397e-11,2.4379163707044e-08,22.8830548926014,hyper
chr21,41505001,41515000,*,9.93264640950838e-05,0.0099749340761784,14.1242937853107,hyper
chr21,42260001,42270000,*,0.0003154757192423,0.0213874847419077,13.3145363408521,hyper
chr21,42395001,42405000,*,1.89023639566009e-07,8.56985925882392e-05,11.3558201058201,hyper
chr21,42875001,42885000,*,1.19302027587183e-05,0.0021164437101861,-12.5894278553971,hypo
chr21,42885001,42895000,*,5.89078489081979e-05,0.0071219589330011,11.4419054321593,hyper
chr21,42890001,42900000,*,0.0001433802258025,0.0127925075013607,11.0547936883989,hyper
chr21,43045001,43055000,*,0.0005208402223769,0.0286225376751673,43.8997821350763,hyper
chr21,43105001,43115000,*,9.49672411472992e-06,0.0018128746507434,-72.7272727272727,hypo
chr21,43135001,43145000,*,0.0002529983454771,0.0178179611465141,-38.231780167264,hypo
chr21,43770001,43780000,*,0.0002326250124529,0.0177254017390463,10.3369963369963,hyper
chr21,43775001,43785000,*,0.0007553794301028,0.0349014164711214,10.6792759812894,hyper
chr21,43810001,43820000,*,1.31073392024909e-05,0.002263824727973,15.3929403929404,hyper
chr21,44005001,44015000,*,4.52068299071778e-13,8.19825860366669e-10,22.209595959596,hyper
chr21,44010001,44020000,*,0.0004120823097306,0.0255226883656544,11.5391646101819,hyper
chr21,44080001,44090000,*,0.0009049406715367,0.0390740454245701,10.3565196493318,hyper
chr21,44085001,44095000,*,9.61644798580839e-09,6.71994373477529e-06,14.7901000587309,hyper
chr21,44190001,44200000,*,8.41100871351923e-06,0.0016729155242777,-11.8920740569118,hypo
chr21,44195001,44205000,*,1.69941995575496e-05,0.0026228919912864,-10.1793513613976,hypo
chr21,44375001,44385000,*,6.15198260871139e-05,0.0073158166956708,13.139508677034,hyper
chr21,44845001,44855000,*,0.0002453610439208,0.0178179611465141,10.0628598904643,hyper
chr21,44930001,44940000,*,6.21571678137307e-07,0.0002049491342367,-16.7185180333595,hypo
chr21,45065001,45075000,*,6.96690031724124e-06,0.0014439398543219,12.9237150819885,hyper
chr21,45095001,45105000,*,0.0002513439559146,0.0178179611465141,10.2126808140014,hyper
chr21,45400001,45410000,*,0.0005720234857934,0.0299742518780089,12.0360809087044,hyper
chr21,45435001,45445000,*,0.0010227814891156,0.0423957538402584,11.6003958258366,hyper
chr21,45535001,45545000,*,1.52754439696521e-09,1.23120078395396e-06,19.6799405528058,hyper
chr21,45540001,45550000,*,4.33734724166825e-08,2.09754112607077e-05,17.1190167011661,hyper
chr21,45880001,45890000,*,2.06782855730114e-05,0.0031250059072213,12.4193977790112,hyper
chr21,46060001,46070000,*,0.0001746274709171,0.0149029138121509,10.6380881990638,hyper
chr21,46090001,46100000,*,3.81745481401219e-06,0.000988993472173,15.7720891824938,hyper
chr21,46095001,46105000,*,2.02491123240956e-07,8.64041534111703e-05,18.6505424000675,hyper
chr21,46220001,46230000,*,2.26180745545666e-07,9.11508404549035e-05,18.9816323833854,hyper
chr21,46225001,46235000,*,1.2710028924372e-09,1.15248187271743e-06,24.0707825226117,hyper
