"chr","start","end","strand","pvalue","qvalue","meth.diff"
"chr21",8015001,8025000,"*",0.201981124045823,0.58799500918757,-8.41121495327103
"chr21",8020001,8030000,"*",0.402743934063624,0.752312102803779,-6.29032258064516
"chr21",8025001,8035000,"*",0.253225630932286,0.63892129627228,11.4344262295082
"chr21",8030001,8040000,"*",0.650661532170122,0.882716683965839,-2.84311191522357
"chr21",8035001,8045000,"*",0.351860628224746,0.715140404705534,-5.20009942828735
"chr21",8040001,8050000,"*",0.727283968436294,0.912438240580573,-1.45953190376569
"chr21",8045001,8055000,"*",0.911161382949548,0.980065935930608,-0.548814120242691
"chr21",8200001,8210000,"*",0.0685175810835142,0.375462101705334,-13.5294117647059
"chr21",8205001,8215000,"*",2.37648532289973e-05,0.00344780490646293,-25.3881278538813
"chr21",8210001,8220000,"*",0.0192482781620127,0.205333837922412,4.70886765782796
"chr21",8215001,8225000,"*",1.61367727116594e-05,0.00262289199128649,7.39136688241098
"chr21",8220001,8230000,"*",0.717577053947448,0.91003240991577,0.91438071487947
"chr21",8225001,8235000,"*",0.0031630805158127,0.0791206415920874,-5.25576798749142
"chr21",8230001,8240000,"*",0.00655482661799862,0.120516355974394,-5.01409951015628
"chr21",8235001,8245000,"*",0.652928686918254,0.883260092425354,-2.32830232830232
"chr21",8390001,8400000,"*",0.000883231359498602,0.0385956730753585,39.2361111111111
"chr21",8395001,8405000,"*",0.954284345718814,0.991744791381701,-0.462962962962965
"chr21",8400001,8410000,"*",0.168771330029881,0.553216099429173,3.53967829215354
"chr21",8405001,8415000,"*",0.603865989340478,0.861105540923104,-1.00210021002101
"chr21",8410001,8420000,"*",0.451200358345404,0.777551977607338,13.8888888888889
"chr21",8415001,8425000,"*",0.19968904968421,0.585353329522513,-12.0300751879699
"chr21",8420001,8430000,"*",0.0219002115449437,0.22164152701724,-17.9960119641077
"chr21",8440001,8450000,"*",5.46759945648933e-05,0.00672236719616502,50
"chr21",8445001,8455000,"*",1.01901545468057e-08,6.71994373477529e-06,70.5882352941177
"chr21",8460001,8470000,"*",0.264903792666416,0.646581693521419,25
"chr21",8465001,8475000,"*",0.280927880785221,0.661113073018916,5.86138613861387
"chr21",8470001,8480000,"*",0.381730167321048,0.740266913702743,4.89142355779776
"chr21",8515001,8525000,"*",0.0924839856718701,0.434906555597279,50
"chr21",8520001,8530000,"*",0.949058347584388,0.991075617500194,-1.01010101010101
"chr21",8525001,8535000,"*",0.20080544265055,0.587078357307413,-11.524500907441
"chr21",8530001,8540000,"*",0.496935120749162,0.801660758826763,-6.64335664335663
"chr21",8535001,8545000,"*",0.0764177529252093,0.395953128371049,-50
"chr21",8545001,8555000,"*",0.0626388033547472,0.363505503628269,-33.9366515837104
"chr21",8550001,8560000,"*",0.0571940104902985,0.350409925757285,-25.5714285714286
"chr21",8555001,8565000,"*",0.32312034085386,0.696595514090682,-14.5933014354067
"chr21",8560001,8570000,"*",0.780595822675473,0.937645652870986,-5
"chr21",8565001,8575000,"*",0.37766076527539,0.735252600995083,-16.2280701754386
"chr21",8570001,8580000,"*",0.632791996358883,0.875338127686373,-7.69230769230769
"chr21",8575001,8585000,"*",0.429560143017429,0.767494895923258,14.2857142857143
"chr21",8580001,8590000,"*",0.0444964889570431,0.315543526689999,-38.6473429951691
"chr21",8585001,8595000,"*",4.83463246555124e-05,0.00615270594826468,-54.978354978355
"chr21",8590001,8600000,"*",0.000678338026489649,0.0333942663529644,-43.8095238095238
"chr21",8595001,8605000,"*",0.00484753327478883,0.100681667875099,-45.3296703296703
"chr21",8600001,8610000,"*",0.228655309570234,0.612860205771591,-35
"chr21",8605001,8615000,"*",0.0157036672301758,0.182263043340312,48.5714285714286
"chr21",8610001,8620000,"*",0.104249309157638,0.456178654020372,25.4901960784314
"chr21",8615001,8625000,"*",0.348789388164243,0.713915976789905,-19.2307692307692
"chr21",8620001,8630000,"*",0.502005847600454,0.803878656449381,12.962962962963
"chr21",8625001,8635000,"*",0.433372244397912,0.76925355494374,-12.183908045977
"chr21",8630001,8640000,"*",0.00679037115766931,0.122024961079327,-35.4312354312354
"chr21",8635001,8645000,"*",0.203428955079573,0.589364971931656,-15.4462242562929
"chr21",8640001,8650000,"*",0.71266194914644,0.908640839390094,5.7142857142857
"chr21",8645001,8655000,"*",0.973134642033018,0.997929827345103,-0.282485875706218
"chr21",8650001,8660000,"*",0.459909570736375,0.782553999643716,-5.60413354531002
"chr21",8655001,8665000,"*",0.854558469066728,0.963270667311008,-2.46376811594202
"chr21",8660001,8670000,"*",0.68767613925419,0.898130318967613,7.14285714285714
"chr21",8675001,8685000,"*",0.115093130978081,0.477623325008581,-18.75
"chr21",8680001,8690000,"*",0.864477150652122,0.96562252000005,-1.09746537758035
"chr21",8685001,8695000,"*",0.949794584420998,0.991075617500194,0.303030303030305
"chr21",8690001,8700000,"*",0.00930760471254744,0.140138141491562,-14.5263414238169
"chr21",8695001,8705000,"*",0.740603162012843,0.919536328382726,-2.01377848436672
"chr21",8700001,8710000,"*",0.0561680351998778,0.348838122722529,14.5669291338583
"chr21",8750001,8760000,"*",0.449181392719981,0.776170038778166,3.8255795104555
"chr21",8755001,8765000,"*",0.182292472197534,0.566316742321589,4.49531052257479
"chr21",8760001,8770000,"*",0.588273371975497,0.851763481099851,-2.00155083842202
"chr21",8765001,8775000,"*",0.497537253765432,0.801712223255646,2.9900223720953
"chr21",8770001,8780000,"*",0.256785931701863,0.641434279808993,5.03607788870218
"chr21",8775001,8785000,"*",0.781739651525942,0.938561768636942,-1.44079798041993
"chr21",8780001,8790000,"*",0.761023424107182,0.927999183251005,1.29272454625369
"chr21",8785001,8795000,"*",0.966226656846729,0.996329256872404,0.195554021798516
"chr21",8790001,8800000,"*",0.190292413790037,0.57572648251069,-15.9380692167577
"chr21",8795001,8805000,"*",0.00321554630452213,0.079609463798647,-46.5631929046563
"chr21",8800001,8810000,"*",0.298457070996482,0.676463722832208,11.6666666666667
"chr21",8805001,8815000,"*",0.966372811122872,0.996329256872404,0.240384615384615
"chr21",8810001,8820000,"*",0.598718827216452,0.858532633071948,-3.15078769692423
"chr21",8815001,8825000,"*",0.314798499383677,0.690102240715984,-14.1666666666667
"chr21",8820001,8830000,"*",0.271800279355267,0.652860671007651,-13.0434782608696
"chr21",8825001,8835000,"*",0.0304625306151474,0.26400859866461,-13.9055472263868
"chr21",8830001,8840000,"*",0.0646802318972296,0.37180684299105,-10.4014939309057
"chr21",8835001,8845000,"*",0.931600032558449,0.987006688942997,0.48533872598584
"chr21",8840001,8850000,"*",0.616396550115478,0.867379354905466,-3.3921302578019
"chr21",8845001,8855000,"*",0.450175944438,0.77655226925109,9.62962962962963
"chr21",8850001,8860000,"*",0.286390874764942,0.665432224710086,23.3333333333333
"chr21",8855001,8865000,"*",0.231409844966587,0.612860205771591,-15.2777777777778
"chr21",8860001,8870000,"*",0.413537352510803,0.75921372117908,-11.1304347826087
"chr21",8870001,8880000,"*",0.393892625799623,0.749356702740747,-13.1111111111111
"chr21",8875001,8885000,"*",0.257384153032464,0.642265100136736,-16.7293233082707
"chr21",8980001,8990000,"*",0.974869330934264,0.998182368836562,-0.183452577508714
"chr21",8985001,8995000,"*",0.508619144967579,0.807944129799749,-2.34327628361858
"chr21",8990001,9000000,"*",0.124290670595089,0.494528997256323,-4.65545143201235
"chr21",8995001,9005000,"*",0.558229472727505,0.838802194763952,-1.61927675707203
"chr21",9000001,9010000,"*",0.95372329482095,0.9916627114675,-0.16913396692424
"chr21",9005001,9015000,"*",0.399374233233616,0.751589696559691,2.39446082127922
"chr21",9010001,9020000,"*",0.584352699968348,0.84993839778947,1.69005203843822
"chr21",9015001,9025000,"*",0.734835232722588,0.916522485930133,1.47445255474452
"chr21",9020001,9030000,"*",0.739242771627089,0.919332601642878,1.44707260694722
"chr21",9025001,9035000,"*",0.4295213896373,0.767494895923258,3.73737373737374
"chr21",9030001,9040000,"*",0.438590722409682,0.77205551946902,3.88561816652649
"chr21",9035001,9045000,"*",0.313964483837455,0.690059158301118,-3.85463659147869
"chr21",9040001,9050000,"*",0.375993743825879,0.733582199492449,-3.99706286115634
"chr21",9045001,9055000,"*",0.53438458393431,0.825122556802786,8.74403815580286
"chr21",9055001,9065000,"*",0.0680167776681563,0.374937019273683,50
"chr21",9060001,9070000,"*",0.536703783515492,0.826066039809331,6.23781676413255
"chr21",9065001,9075000,"*",0.910809379048483,0.980065935930608,0.714285714285712
"chr21",9070001,9080000,"*",0.118372552574681,0.484579286894319,-14.2316017316017
"chr21",9075001,9085000,"*",0.0407422361336721,0.305019984691327,-21.2698412698413
"chr21",9080001,9090000,"*",0.374991499053247,0.733582199492449,-6.32971185640057
"chr21",9085001,9095000,"*",0.917825044945808,0.98199157463671,0.877192982456143
"chr21",9090001,9100000,"*",0.8864127934845,0.972607867498541,-1.66666666666666
"chr21",9095001,9105000,"*",0.963026567206759,0.994882797768757,0.466200466200473
"chr21",9100001,9110000,"*",0.502562683622545,0.803878656449381,-7.48792270531401
"chr21",9105001,9115000,"*",0.00123345922840086,0.0483649364476746,-27.7979651162791
"chr21",9110001,9120000,"*",0.00413612722129719,0.0909248001096608,-24.8719590268886
"chr21",9115001,9125000,"*",0.0473791511500559,0.326085243018938,-20.0723327305606
"chr21",9120001,9130000,"*",0.0917731417275596,0.433087041825881,15.3394064061123
"chr21",9125001,9135000,"*",0.0341816557498444,0.2816105302194,19.7860962566845
"chr21",9130001,9140000,"*",0.278193846903146,0.657806313847625,-13.9784946236559
"chr21",9135001,9145000,"*",0.400586955981392,0.751979048188048,-11.7391304347826
"chr21",9140001,9150000,"*",0.888237366315877,0.972607867498541,2.64550264550264
"chr21",9145001,9155000,"*",0.365914769091343,0.72642193075769,15.311004784689
"chr21",9150001,9160000,"*",0.413493813281416,0.75921372117908,12.5730994152047
"chr21",9155001,9165000,"*",0.362082437790766,0.723500486473892,-16.6666666666667
"chr21",9160001,9170000,"*",0.187145097949563,0.573047927617615,-28.8461538461538
"chr21",9165001,9175000,"*",0.389479479262217,0.745851146401299,-14.2028985507246
"chr21",9170001,9180000,"*",0.289444733407195,0.668459756808594,-16.2280701754386
"chr21",9175001,9185000,"*",0.116028489101023,0.479038508787037,-24.5161290322581
"chr21",9180001,9190000,"*",0.141507478770605,0.520675945356543,-22.8205128205128
"chr21",9185001,9195000,"*",0.00501470043190612,0.101895341549151,-33.0769230769231
"chr21",9190001,9200000,"*",0.105108751437549,0.458208463298064,-38.0645161290323
"chr21",9240001,9250000,"*",0.00487169360685963,0.100681667875099,-17.1539961013645
"chr21",9245001,9255000,"*",0.00106701247165159,0.0436809879304002,-19.7037510656436
"chr21",9250001,9260000,"*",0.335919045073348,0.703719430928379,-11.1111111111111
"chr21",9265001,9275000,"*",0.0036379931969302,0.0854670180198155,83.3333333333333
"chr21",9270001,9280000,"*",0.0136231722763967,0.170973169018999,75
"chr21",9275001,9285000,"*",0.0719511326294237,0.384173335728863,44.7058823529412
"chr21",9280001,9290000,"*",0.330755695515538,0.701768393663629,-12.9370629370629
"chr21",9285001,9295000,"*",0.0200777958835934,0.212000482299252,-15.3895547945205
"chr21",9290001,9300000,"*",0.478440210736793,0.790750806262177,-3.83039579468152
"chr21",9295001,9305000,"*",0.0963241245360402,0.441726578416398,-9.93982153973853
"chr21",9300001,9310000,"*",0.0355356837327213,0.288339876730605,-15.288191190253
"chr21",9305001,9315000,"*",0.297385193721545,0.6760364134303,-9.24455825864277
"chr21",9310001,9320000,"*",0.95226940616588,0.991097743548737,0.634920634920633
"chr21",9315001,9325000,"*",0.1634775486997,0.547238642486214,11.6666666666667
"chr21",9320001,9330000,"*",0.653506108307,0.883260092425354,3.04884594739667
"chr21",9325001,9335000,"*",0.960298858462941,0.993690067817457,0.340136054421769
"chr21",9335001,9345000,"*",0.304851007777298,0.681265930504166,-9.80392156862745
"chr21",9340001,9350000,"*",0.204615053724752,0.590168698031655,-14.8648648648649
"chr21",9345001,9355000,"*",0.344609365134548,0.710175462032663,-5.54337613529596
"chr21",9350001,9360000,"*",0.78415749457589,0.940054938393908,-1.39988948240929
"chr21",9355001,9365000,"*",0.145280353631069,0.521716065436807,10.2118171683389
"chr21",9360001,9370000,"*",0.0900692893609795,0.429059181923163,12.0017913121361
"chr21",9365001,9375000,"*",0.456964849972295,0.781237262310103,8.83190883190883
"chr21",9370001,9380000,"*",0.502366945258203,0.803878656449381,13.7362637362637
"chr21",9520001,9530000,"*",0.452741217467389,0.779166024082667,-12.0192307692308
"chr21",9525001,9535000,"*",0.529794464923241,0.820729555416701,-7.22222222222222
"chr21",9530001,9540000,"*",0.487308741471474,0.796509041298998,8.50877192982457
"chr21",9535001,9545000,"*",0.211724948974908,0.595760713643563,10.4116222760291
"chr21",9540001,9550000,"*",0.23135366117005,0.612860205771591,8.63808322824716
"chr21",9545001,9555000,"*",0.632034710522122,0.875336509141974,-3.01984469370147
"chr21",9550001,9560000,"*",0.627349008466344,0.874726920972332,3.62637362637364
"chr21",9555001,9565000,"*",0.00210299272531375,0.0628105896566294,20.5136138613861
"chr21",9560001,9570000,"*",0.0545436128047761,0.343589782272506,10.8193277310924
"chr21",9565001,9575000,"*",0.610526420872459,0.865172519453741,3.61473347060169
"chr21",9570001,9580000,"*",0.942520355614468,0.988850349460581,-0.731707317073171
"chr21",9575001,9585000,"*",0.33330526875093,0.701768393663629,-7.93650793650794
"chr21",9580001,9590000,"*",0.673989804580068,0.890712705852398,-3.77252252252253
"chr21",9585001,9595000,"*",0.261470638218774,0.644764195765609,-13
"chr21",9590001,9600000,"*",0.968252921240668,0.997094340784177,-0.310612597066429
"chr21",9595001,9605000,"*",0.375975341423872,0.733582199492449,7.48987854251012
"chr21",9600001,9610000,"*",0.326728857788616,0.698935751813218,-13.3903133903134
"chr21",9605001,9615000,"*",0.236889041227102,0.619822108518109,-10.6151537884471
"chr21",9610001,9620000,"*",0.584314275989459,0.84993839778947,-4.09590409590409
"chr21",9615001,9625000,"*",0.0103300937097372,0.149002938632237,25.73055028463
"chr21",9620001,9630000,"*",0.0205193912851555,0.21447790256847,14.7212543554007
"chr21",9625001,9635000,"*",0.454738282025999,0.780136497423991,4.24908424908424
"chr21",9630001,9640000,"*",0.387564447708953,0.74414835989432,-7.03870387038704
"chr21",9635001,9645000,"*",0.444261242126362,0.773564822463906,9.01856763925729
"chr21",9640001,9650000,"*",0.371118738246153,0.732522262717081,6.14801864801865
"chr21",9645001,9655000,"*",0.473443455339743,0.787881355688518,3.17699987674103
"chr21",9650001,9660000,"*",0.360240237571937,0.722796040969298,2.94624839478994
"chr21",9655001,9665000,"*",0.204721258204305,0.590168698031655,4.73575343882511
"chr21",9660001,9670000,"*",0.209106184821515,0.592985248121685,12.0744120744121
"chr21",9665001,9675000,"*",0.376782934840778,0.734134678843675,-6.79965055329063
"chr21",9670001,9680000,"*",0.0130289677050211,0.166725417061602,-12.3704268292683
